,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
1782,Bates College officials shocked : Didn't know certain workers barred from speaking French,"Article relating the reaction of Bates College officials to being made aware, after student protests, of a rule forbidding campus employees to speak French in the company of non-French-speakers. The college president and dean's apologies for the practice and the ban, and the commitment to draft new policies protecting the language rights of French-speaking employees.","Hale, Karlene K.",,,1991 November 21,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/60630676"">60630676</a>;<a href=""http://www.worldcat.org/oclc/8814143"">8814143</a>","1991, Lewiston, Maine",,,,,,,,,,,,"Augusta, Maine",,,,,Kennebec Journal,http://www.kjonline.com,,,,,,Education;Language and Linguistics;Lewiston ME
1783,Miracle at St. Joseph's,"A compassionate recounting of the 1993 occupation of Worcester, Massachusetts' St. Joseph Church. The 13-month, around-the-clock vigil held at St. Joseph's by many of its parishioners - those refusing the orders of the Roman Catholic bishop that the church be shut down and boarded up on account of his evaluation of its structural disrepair. The parishioners' drawn-out battle, the growth of their public and economic support, the time leading up to their eventual eviction, and their final day in protest. The growth of the St. Joseph's faith community in spite of the closure of its physical place. Commentary from participants in the protest vigil, among others, as well as an interview with the responsible bishop, The Most Reverend Timothy J. Harrington.","Clark, Edie",,,1993 November,,English,,,,Magazine Article,"<a href=""http://www.worldcat.org/oclc/34796734"">34796734</a>","1992-1993, Worcester, Massachusetts",,,,,,,,,,,,,,0044-0191,,11,Yankee,http://www.yankeemagazine.com/  http://www.edieclark.com/miracle_at_st__joseph_s_109837.htm (full text available here),57,,,,https://francolibrary.com/archive/files/6bb40b5f0ec4d7baff155606e14e24b2.jpg,Business and Economics;Community: Customs and Social Life;French Hill MA;Religion;Worcester MA
1784,Employing the Local : A Penobscot Modern in the Federal Writers' Project,"Essay exploring the 1930s Federal Writers' Project interview of Indian Island, Maine, resident and canoe maker, Henry Mitchell, transcribed by Old Town native, Robert Grady. Arguments favoring the particularly modern quality of the dually-authored interview, as compared to outside depictions of Native Americans in the local Maine literatures of the late 19th and early 20th centuries. How early 20th-century Old Town business and local government perpetuated the construction of stereotyped and antiquated Penobscot cultural categories and descriptions - aesthetically, linguistically, or in terms of work and leisure. How the literary output of the Federal Writers' Project played into this sort of identity construction on a more diverse, national scale, and in what ways singular FWP interactions like those between Grady and Mitchell challenged both the national project and the local cultural categories it sometimes reinforced. What the Mitchell/Grady interview owes to the relationship out of which it was born, Grady's other interviews mostly conducted with Franco Americans in Old Town.","Senier, Siobhan",,,2002,,en,"Copyright Â© 2002 The New England Quarterly, Inc.",,,Journal Article,"<a href=""http://www.worldcat.org/oclc/480610151"">480610151</a>;<a href=""http://www.worldcat.org/oclc/1759778"">1759778</a>;<a href=""http://www.worldcat.org/oclc/50709799"">50709799</a>;<a href=""http://www.worldcat.org/oclc/11168654"">11168654</a>","1930s; Indian Island, Maine; Old Town, Maine; New England",,,,,,,,,,,,,,0028-4866,,3,The New England Quarterly,http://www.jstor.org/stable/1559784,75,,,,https://francolibrary.com/archive/files/7c2f2a1881f57edfb8f13bb39a1afe48.jpg,Acculturation and Assimilation;Business and Economics;Emigration and Immigration;Ethnicity and Collective Identity;Government and Politics;Indian Island ME;Maine;Native Americans;New England;Nonfiction;Nonfiction -- History -- Labor and Social;Old Town ME;Penobscots;Personal History: Biography and Oral History;Violence
1785,Mill Architecture in Fall River : 1865-1880,"The advent of certain southern New England manufactories, and the specific history behind the shapes and builds, the rise and fall, of the granite textile mills of Fall River, Massachusetts. Historical progression of mill development and those who spurred it in the Fall River/Rhode Island area from the early 19th century to the post-Civil War era. How the architectural planning, machinery, and industrial capacities of the Fall River mills in the 19th century owe much to the British industrial designs of that period. The independence of Fall River architects and industrial organizations, and the scope of their achievements. Specific exterior and interior design properties of some Fall River textile mills versus those of other comparable Massachusetts structures, with an emphasis on those built between 1865 and 1880.","Lintner, Sylvia Chace",,,1948 June 01,,English,"Copyright Â© 1948 The New England Quarterly, Inc.",,,Journal Article,"<a href=""http://www.worldcat.org/oclc/480419589"">480419589</a>;<a href=""http://www.worldcat.org/oclc/1759778"">1759778</a>","1800-1880, Fall River, Massachusetts, New England",,,,,,,,,,,,,,0028-4866,,2,The New England Quarterly,http://www.jstor.org/stable/361748,21,,,,https://francolibrary.com/archive/files/04b2b6e957983556e900e42f1004905b.jpg,Art and Architecture;Business and Economics;England;Fall River MA;Labor History;Lawrence MA;Lowell MA;Manchester NH;Mills and Mill Work;New Bedford MA;New Hampshire;Nonfiction;Nonfiction -- Art and Architecture;Pawtucket RI;Providence RI;Quequechan River Valley;Rehoboth MA;Rhode Island;Somerset MA
1786,FLES : A Comparative Study,"Findings of a New England study comparing the listening comprehension, reading abilities, and general mental abilities of English-speaking, Franco American French-speaking, and bilingual fourth-grade students in parochial school French language classes.  An evaluation of a specific FLES (Foreign Language in Elementary Schools) curriculum - the ""Holy Ghost French Series"" - used widely in the Roman Catholic elementary schools of New England in the 1950s and 1960s. Presents tables and figures comparing scores from student tests taken in 1962. Comments on inefficiencies and shortcomings of the administered tests (Otis Quick-Scoring Mental Ability Test and Elementary Reading Test), as well as the suggestions of their results for language learning among bilingual and monolingual students.","Gabrielle, Sister Marie;de JÃ©sus, Sister Raymond",,,1964 February 01,,English,Copyright Â© 1964 National Federation of Modern Language Teachers Associations,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/41157033"">41157033</a>;<a href=""http://www.worldcat.org/oclc/1642244"">1642244</a>",1962; New England,,,,,,,,,,,,,,0026-7902,,2,The Modern Language Journal,http://www.jstor.org/stable/320418,48,,,,,Connecticut;Education;Language and Linguistics;New England;Nonfiction;Nonfiction -- Education
1787,Genetic Demography of Deme Formation in a Franco-American Population : 1830-1903,"Study in biological anthropology on the immigration and settlement of French Canadians in New England, and the eventual community, then deme - or reproductive/""breeding"" group - formation of Franco Americans in Old Town, Maine, through the 19th century. Study incorporates census and population analysis with community formation, utilizing five specific criteria to identify ""community"" : distinctiveness, smallness, homogeneity, self-sufficiency, and stability, the final of which being measured and proven by membership in St. Joseph's Roman Catholic Parish of Old Town. The anthropology of a certain Franco American deme. How ""deme"" as a genetic, biological category differs from ""community,"" with the Franco Americans of Old Town as case study.","Sorg, Marcella Harnish",Full text,,1979,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/6055167"">6055167</a>;<a href=""http://www.worldcat.org/oclc/11076178"">11076178</a>;<a href=""http://www.worldcat.org/oclc/655165219"">655165219</a>","1830-1903; Old Town, Maine",,,,,,,,,,,180,"Columbus, Ohio",,,,,,Genetic Demography of Deme Formation... @ The Ohio State University;Genetic Demography of Deme Formation... @ Google Books,,,,,https://francolibrary.com/archive/files/1159503b26c385d50364b60da4b3b529.jpg,Bradley ME;Demography;Emigration and Immigration;Ethnicity and Collective Identity;Genealogy;Maine;Milford ME;Nonfiction;Nonfiction -- Anthropology;Nonfiction -- Demography;Nonfiction -- Social Sciences;Old Town ME;Orono ME;Penobscot River Valley;Religion
1788,Franco-American Writers,"A WERU FM community radio broadcast of readings by two Maine writers, Rhea CÃ´tÃ© Robbins and Trudy Chambers Price. CÃ´tÃ© Robbins, who introduces her readings with a short talk on violence at home and in the workplace, shares from a work-in-progress entitled, ""down the Plains."" Chambers Price shares two chapters from her memoir, ""The Cows Are Out!: Two Decades on a Maine Dairy Farm"" (chapter 12, ""A Real Farmer's Tan,"" and chapter 10, ""The Cows Are Out!""). Readings are followed by a discussion with both writers about their lives, their work, and the stories that they and other Franco American women hold.","Clemons, Joan",,,2010 August 12,"Robbins, Rhea CÃ´tÃ©;Price, Trudy Chambers",English and franÃ§ais,,,,Audio Recording,,"2010, Maine",,,,,,English and franÃ§ais,,MP3 (streaming; download),,00:59:13,,"Blue Hill, Maine",,,,,,http://archives.weru.org/writers-forum/writers-forum-81210 (program available here to stream or download),,,,,https://francolibrary.com/archive/files/9441b0d3932f6c62eed6511bfac7df23.jpg,Caribou ME;Detroit ME;Dexter ME;Family;Farming and Agriculture;Fiction and Literature;Gender and Sexuality;Interview;Maine;Personal History: Biography and Oral History;Poetry;Radio;Violence;Wallagrass ME;Waterville ME
1789,The Cultural and Religious History of Maine : The Catholic Contribution,"Subtitled, ""A Unit for Sixth Grade Students in Catholic Schools of the Diocese of Portland."" A 9-week elementary school guide for teachers in Maine history, with specific emphasis on cultural content, ethnic groups, and the contributions of the Catholic Church from 1603 to 1971. Includes distinct lessons for each of nine weeks, where each lesson follows in a geographic and historical progression congruent with studies in the general history of Maine. Concludes with a timeline of historical events in the Maine Roman Catholic communities, a selected biliography of source materials, and resource write-ups for each lesson's content. Contains in the appendix a Maine map of the churches in the Diocese of Portland.","DeCourcy, Sr. Theresa",,"Office of Education, Roman Catholic Diocese of Portland, Maine",1972 (?),,English,,,,Document,,"1603-1971, Maine",,,,,,,,,,,72,"Portland, Maine","Office of Education, Roman Catholic Diocese of Portland, Maine",,,,,,,,,,https://francolibrary.com/archive/files/71947204a044796e2532a908f0657e53.jpg,Acadians;Auburn ME;Augusta ME;Bangor ME;Benedicta ME;Biddeford ME;Education;Ellsworth ME;Emigration and Immigration;Ethnicity and Collective Identity;Exploration and Colonization;Fort Kent ME;Frenchville ME;Geography;Irish Americans;Italian Americans;Lewiston ME;Lille ME;Lithuanian Americans;Madawaska ME;Maine;Native Americans;New Brunswick;Newcastle ME;Nova Scotia;Old Town ME;Polish Americans;Portland ME;Portuguese Americans;Religion;Saco ME;Skowhegan ME;St. John River Valley;Syrian Americans;Waterville ME;Whitefield ME
1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Maine-Quebec Lumber Trade : A Discussion,"Transcript of a 1983 conference panel discussion on forest industry and cross-border lumber and timber trade between Quebec, New Brunswick, Maine, and other New England states. Certain perspectives on American wood in the mills of Canada, Canadian workers in the northern Maine woods, international economics, and the significance of North American wood as a natural resource. Includes presentations from businesspeople, economists, Quebec and Maine officials, and others, as well as a discussion among panelists and a question-and-answer session with the audience. Based largely on reactions to a report entitled, ""The Export of Maine Sawlogs to Quebec,"" written by Jack Aley of the Maine Forest Service in the Department of Conservation. Publication concludes with a list of selected topical readings.","Frederic, Paul B. (editor)",,University of Maine at Farmington,1983 April 29-30,"Anderson, Richard;Boisvert, Donat;Brochu, Luke;Grenier, Carl;Irland, Lloyd;Miville-Deschenes, Roger;Redmond, Andrew;Tardif, Gilbert;Umphrey, Robert",English,,,,Conference Paper,"<a href=""http://www.worldcat.org/oclc/10910811"">10910811</a>","1983, Maine, New Brunswick, Quebec",,,,,,,,,,,,"Farmington, Maine",,,,,,,,,,,https://francolibrary.com/archive/files/586277c6ddfaf9b0fb004b6cb833c207.jpg,Business and Economics;Canada;Emigration and Immigration;Forestry;Maine;New Brunswick;New Hampshire;QuÃ©bec;St. John River Valley;Stratton ME;Travel and Movement;United States;Vermont;Woodland ME
1792,Guide to Non-English-Language Print Media,"A bibliographic resource guide to non-English-language periodical publications in the United States. Organizes short profiles of media alphabetically by title, numerically by National Clearinghouse for Bilingual Education (NCBE) accession number, and geographically by city and state of publication. Includes hundreds of examples of print media from the 1970s and early 1980s. Published in a series of four resource guides, which includes the titles, ""Guide to Non-English-Language Broadcasting,"" ""Guide to Non-English-Language Schools,"" and ""Guide to Non-English-Language Religious Units.""","Fishman, Joshua;Gertner, Michael H.;Lowy, Esther G.;Milan, William G.",,National Clearinghouse for Bilingual Education,1981,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/9466020"">9466020</a>","1981, United States",,,,,,,,,,,51,"Rosslyn, Virginia",,,9780897630627,,,,,,,,https://francolibrary.com/archive/files/f6734695367024c5c946672751238117.jpg,Bibliography;Journalism;Language and Linguistics;United States
1793,Haute Cuisine Goes to College,"Article focusing on Brunswick, Maine, native, Bowdoin College director of dining services, and chef extraordinaire, Laurent C. ""Larry"" Pinette. How he has achieved success in the college kitchen among the great menu of transitions that have taken place within the 1980s' college student's dietary norm, and within nutritional standards in American colleges. Subtitled, ""Bowdoin students once subsisted on sea bread and salt fish - or worse. Larry Pinette changed all that.""","Helfrich, G.W.",,,1988 October,,English,,,,Magazine Article,"<a href=""http://www.worldcat.org/oclc/60623370"">60623370</a>;<a href=""http://www.worldcat.org/oclc/1683246"">1683246</a>;<a href=""http://www.worldcat.org/oclc/15021999"">15021999</a>","1988, Brunswick, Maine",,,,,,,,,,,,,,0012-5776,,,Down East,http://www.downeast.com,,,,,https://francolibrary.com/archive/files/717bf96fb034b117d7095089f5b807cd.jpg,Brunswick ME;Education;Food
1794,Les Canadiens franÃ§ais des Ã‰tats-Unis (1860-1900) : dÃ©voyÃ©s ou missionaires,"Un essai qui explore les changements dans les attitudes publiques au QuÃ©bec - ceux des fonctionnaires, le clergÃ©, et d'autres - vers les Ã©migrants quÃ©bÃ©cois aux Etats-Unis au 19e siÃ¨cle. Comment et de quelle faÃ§on dÃ¨s les critiques nÃ©gatives de QuÃ©bec de ceux qui ont quittÃ© pour les Ã‰tats-Unis sont devenus remplacÃ©, aprÃ¨s les efforts de rapatriement a Ã©chouÃ©, par des nouvelles rÃ©flexions sur l'Ã©migration comme une mission politique et religieux. La periode qui l'auteur appelle Â«l'Ã¨re du mÃ©prisÂ» entre 1860 et 1880, comparativement Ã  ce qui a suivi, Â«une mission providentielle,Â» Ã©voluant jusqu'Ã  1900. Parmi les reprÃ©sentants du QuÃ©bec, de la rhÃ©torique de Â«rapatriementÂ» de ses Ã©migrants, Ã  l'un de Â«reconquÃªteÂ» d'un territoire nord-amÃ©ricain par ses gens mobiles.","Roby, Yves",Texte intégral,,1987,,fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1764125"">1764125</a>;<a href=""http://www.worldcat.org/oclc/50870163"">50870163</a>",1860-1900; QuÃ©bec; Nouvelle-Angleterre,,,,,,,,,,,,,,0035-2357 (imprimÃ©) ; 1492-1383 (numÃ©rique),,1,Revue d'histoire de l'AmÃ©rique franÃ§aise,http://www.erudit.org/revue/haf/1987/v41/n1/304520ar.html,41,,,,https://francolibrary.com/archive/files/4b6a14c7bebda98b95f2ec441f819520.jpg,Biddeford ME;Boston MA;Community: Customs and Social Life;Connecticut;Emigration and Immigration;Fall River MA;Fitchburg MA;Haverhill MA;Irish Americans;Journalism;Labor History;Lawrence MA;Lowell MA;Maine;Massachusetts;New England;New Hampshire;New York;Nonfiction;Nonfiction -- Immigration;QuÃ©bec;Religion;Rhode Island;Springfield MA;Taftville CT;Van Buren ME;Vermont;Worcester MA
1795,Paroisse Saint-Pierre et Saint-Paul 1971 centenaire : Album souvenir,"Album souvenir en deux parties, qui commémore le début de la paroisse catholique romain de Saint-Pierre et Saint-Paul à Lewiston, Maine, et qui marque son centenaire. La partie principale est un texte historique sur les paroisses et leur maison à Lewiston, Maine, intitulé ""Cents ans de vie paroissiale: SS. Pierre et Paul de Lewiston,"" et écrite par Antonin Plourde. Ce texte se trouve au milieu de la seconde partie du volume, une collection de publicités de félicitations et de courtes pièces écrites sur les organisations franco-américaines de Lewiston.  Le texte de Plourde contient les segments suivants: ""C'est le début d'un temps nouveau""  ""Le Petit-Canada à Lewiston""  ""L'épopée de dominicain Charles D. Ffrench""  ""Les curés seculiers (1870-1881)""  ""Le curé Pierre Hevey (1871-1881)""  ""Les curés dominicains (1881-1970)""  ""Convention de Lewiston (1881)""  ""Le curé Alexandre Louis Mothon (1881-84; 1887-97; 1902-06)""  ""Les 3 églises 'C' qui ne virent jamais le jour""  ""Toujours l'école!""  ""Interview avec le curé Fiset""  ""'En ce temps-là' (Voici un texte du père Mothon [Année dominicaine, mars 1883] qui nous transporte aux premièrs temps de la fondation dominicaine à Lewiston et nous décrit les beaux dimanches de ce temps-là)""","Plourde, Antonin;La Paroisse Saint-Pierre et Saint-Paul",,Unknown/Inconnu,1971-00,,fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/18428470"">18428470</a>;<a href=""http://www.worldcat.org/oclc/549279296"">549279296</a>;<a href=""http://www.worldcat.org/oclc/33048870"">33048870</a>","1871-1971; Lewiston, Maine",,,,,,FranÃ§ais,,,,,57 (de nombreuses pages de publicitÃ©s en plus),"MontreÌal, QueÌbec",,,,,,http://www.saintspeterandpaul.us/;Paroisse Saint-Pierre et Saint-Paul 1971 centenaire : Album souvenir sur Google Books,,,,,https://francolibrary.com/archive/files/cf2cab2be1c4b466141627bfd6bb7dcb.jpg,Auburn ME;Business and Economics;Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;France;Lewiston ME;Lisbon Falls ME;Maine;Mills and Mill Work;New Auburn ME;Nonfiction;Nonfiction -- History -- Religion;Portland ME;QuÃ©bec;Religion;Sabattus ME;Winthrop ME
1796,Paul Claudel : Ambassador of French Culture,"Essay describing a three-day visit of the French ambassador to the United States, Paul Claudel, to Worcester, Massachusetts, in 1929. Claudel as a unique diplomat being better known for his specialties in literature. Captures the thrust of Claudel's remarks at a number of the city's colleges (College of the Holy Cross, Assumption College, Clark University, and Worcester Polytechnic Institute). The ambassador's trips to other Worcester schools and social service institutions. Notes his comments on the topics of culture, engineering, and international affairs and diplomacy following World War I. His efforts at ""representing France to the American people, especially those of French descent"" in a Massachusetts industrial city.","Murphy, Francis J.",,,1987 June,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/480564904"">480564904</a>;<a href=""http://www.worldcat.org/oclc/50709799"">50709799</a>;<a href=""http://www.worldcat.org/oclc/1759778"">1759778</a>","1929, Worcester, Massachusetts",,,,,,,,,,,,,,0028-4866,,2,The New England Quarterly,http://www.jstor.org/stable/10.2307/365608,60,,,,https://francolibrary.com/archive/files/3c6ff30f7543a67e49848ab41a4a4e65.jpg,Acadians;Boston MA;Ethnicity and Collective Identity;France;Government and Politics;Louisiana;New England;Nonfiction;Nonfiction -- French in North America;Nonfiction -- Government and Politics;QuÃ©bec;Religion;United States;Wellesley MA;Worcester MA
1797,"The Alliance FranÃ§aise, Empire and America","An essay describing France's Alliance Francaise, an internationally established cultural institution dedicated to promoting the French language and fostering dialogue with, about, and around French culture throughout the world. A history of the Alliance in the United States, with particular emphasis on its early 20th-century iterations, and on both the ""colonial"" and ""republican"" qualities its mission once embodied (229, 233). The Alliance's engagement with different Franco American communities, especially those in New England. From the author: ""By giving voice to different constituencies within the French diasporic family, and by creating spaces for cultural exchange, the Alliance has helped to define the contours of New World Francophone identities"" (abstract). Includes the segments, ""French republicanism at work,"" ""The Alliance Francaise and Franco-America,"" and ""The Alliance Francaise and la francophonie."" From the author: ""The Alliance FranÃ§aise is in many respects an intermediary between French Americaâ€™s past and present"" (240).","Gosnell, Jonathan",,,2008-06-01,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/438108433"">438108433</a>",20th century; United States; France,,,,,,,,,,,,,,0957-1558,,2,French Cultural Studies,http://frc.sagepub.com/content/19/2/227.abstract,19,,,,https://francolibrary.com/archive/files/cb73a4ee65e900acbd702bfaad98028c.jpg,Acadians;Acculturation and Assimilation;Africa;Biddeford ME;Boston MA;Connecticut;Creoles;Demography;Detroit MI;Education;Ethnicity and Collective Identity;Exploration and Colonization;Fall River MA;France;Great Lakes Region;Hanover NH;Hartford CT;Lafayette (Ind.);Lafayette LA;Lake Champlain VT;Language and Linguistics;Lawrence MA;Lewiston ME;Louisiana;Lowell MA;Lynn MA;Maine;Manchester NH;Massachusetts;New Hampshire;New Orleans LA;New York NY;Nonfiction;Nonfiction -- Government and Politics;Nonfiction -- History -- Clubs and Societies;Northampton MA;Pawtucket RI;Portland ME;Providence RI;QuÃ©bec;Religion;Rhode Island;Salem MA;St. Lawrence River Valley;US Midwest;Vermont;War;Waterville ME;Wellesley MA;Woonsocket RI;Worcester MA
1798,Severin Beliveau : The power has moved from the private to the public sector,"A brief profile of attorney and former Maine legislator, Severin Beliveau, from his youth to the present. Some of his remarks on the general shift of public influence from private entities to state government. Maine independent newspaper article featured in an issue titled, ""The Ten Most Influential People in Maine.""",Maine Times,,,1981 March 6-12,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/60621234"">60621234</a>;<a href=""http://www.worldcat.org/oclc/52425179"">52425179</a>","1981, Maine",,,,,,,,,,,,"Topsham, Maine",,0025-0783,,,Maine Times,http://www.newmainetimes.org,13,,,,https://francolibrary.com/archive/files/5dcdb24033f27afd4a16d447be149a60.jpg,Augusta ME;Business and Economics;Government and Politics;Maine;Oxford County ME;Portland ME;Rumford ME
1799,Franco-American Bibliography for Health Care Providers,"Bibliographic list of over 350 texts helpful to providers in a variety of healthcare fields for learning about Franco Americans. Historical, cultural, literary, legal, biological, and other resources listed together in an attempt to serve holistically the information needs of educators, medical professionals, and caretakers aimed at serving the Franco American populations of New England.","Robbins, Rhea CoÌ‚tÃ©",,Self-published,Unknown,"McPherson, Mary (project consultant)",en,,,,Document,,"20th century; Maine, New England, United States; Canada",,,,,,,,,,,,,,,,,,,,,,,,Bibliography;Ethnicity and Collective Identity;Health and Wellness;Maine;New England;Nonfiction;Nonfiction -- Science and Medicine
1800,A History of Franco-American Journalism,"A condensed history of Franco American journalism - from its birth in 1837, to its downturn and  fall in 1972. The emigration of French Canadians to the United States and the correspondingly wide and rapid production of Franco American, French language publications in the industrial centers of New England and the US Midwest. The developments and differences in political and cultural attitudes among competing publications. The controversies both spurred and captured in print by Franco American journalists. Varying degrees of Franco journalistic militancy, profiled in comparison to 19th and 20th century American political history in a global context. Emphasis on Franco American journalism in Maine, with other details on the Massachusetts, New Hampshire, and Rhode Island publications best known in New England.","PareÌ, Paul",,Self-published,1972 (reprinted 2003),,en; fr,,,,Document,,1837-1972; New England; United States; QuÃ©bec,,,,,,,,,,,,,,,,,,,,,,,https://francolibrary.com/archive/files/a6c140925399c807a1c578fe101a2609.jpg,Augusta ME;Berlin NH;Biddeford ME;Brunswick ME;Burlington VT;Canada;Caribou ME;Chicago IL;Cohoes NY;Community: Customs and Social Life;Concord NH;Danielson CT;Detroit MI;Dexter ME;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Farmington ME;Haverhill MA;Holyoke MA;Illinois;Journalism;Lawrence MA;Lowell MA;Madawaska ME;Manchester NH;Massachusetts;Michigan;Millbury MA;Minnesota;New England;New York;Nonfiction;Nonfiction -- Journalism;Northampton MA;Orono ME;Plattsburgh NY;QuÃ©bec;Rhode Island;Salem MA;Sanford ME;Skowhegan ME;South Berwick ME;South Brewer ME;St. Albans VT;US Midwest;Van Buren ME;Ware MA;Waterville ME;Wisconsin;Woonsocket RI;Worcester MA
1801,"Semi-Centennial Celebration History, 1922-1972 : Fifty Years of Progress","A history of the Augusta, Maine Franco American social organization, Le Club Calumet, published in honor of its accomplishments and in celebration of the 50th year since its 1922 inception. Presents an introduction to French Canadian immigration to Maine. Includes a detailed account of the settlement of a French-speaking community near the mills at the north end of Augusta. Recounts the birth of the social organization and charts its development up to the present, including names and captioned images. A brief club necrology, portraits and profiles of past club presidents, and a 1972 ""Active Membership List."" Advertisements from local sponsors of the book's publication.","Violette, Maurice",,Le Club Calumet,1972,"Cote, Sylvio (layout & printing)",en,,,,Book,"<a href=""http://www.worldcat.org/oclc/10638841"">10638841</a>;<a href=""http://www.worldcat.org/oclc/1198940"">1198940</a>;<a href=""http://www.worldcat.org/oclc/821890"">821890</a>","1922-1972; Augusta, Maine",,,,,,,,,,,75 (plus advertisements),,,,,,,"Semi-Centennial Celebration, 1922-1972... @ Google Books",,,,,https://francolibrary.com/archive/files/deed83e050af6d2383150be366385201.jpg,Augusta ME;Business and Economics;Clubs and Societies;Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Gender and Sexuality;Maine;Nonfiction;Nonfiction -- History -- Clubs and Societies;Nonfiction -- Sports;Religion;Sand Hill ME;Social History;Sports and Leisure
