,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
150,"Religion et ethnicitÃ© franco-amÃ©ricaines en Nouvelle-Angleterre, 1860-1930","De Weil: ""Ã€ travers le cas mal connu des Franco-AmÃ©ricains, ces Canadiens franÃ§ais catholiques qui quittÃ¨rent le QuÃ©bec pour la Nouvelle-Angleterre Ã  partir des annÃ©es 1860, l'Auteur entend montrer la place de la religion dans l'expÃ©rience ethnique de la transplantation. AprÃ¨s avoir rappelÃ© la situation quÃ©bÃ©coise et le poids d'une Ã‰glise catholique, romaine, conservatrice et nationaliste, vouÃ©e Ã  la cause de la prÃ©servation d'une sociÃ©tÃ© catholique, franÃ§aise et rurale, il montre que, transplantÃ©e en Nouvelle Angleterre, cette religion ethnique eut nÃ©anmoins une fonction et conservatrice et modernisatrice...""","Weil, FranÃ§ois",,,1993-10,,fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/290783907"">290783907</a>",1860-1930; Nouvelle-Angleterre,,,,,,,,,,,,,,0335-5985,,#84,Archives de sciences sociales des religions,http://www.jstor.org/stable/30127248,38,,,,https://francolibrary.com/archive/files/00580a3a944cdb7294a916b31578c923.jpg,Acculturation and Assimilation;Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Fitchburg MA;Haverhill MA;Holyoke MA;Manchester NH;New England;Nonfiction;Nonfiction -- History -- Religion;Providence RI;QuÃ©bec;Religion;Woonsocket RI
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Canadians in the United States,"Brief 1913 review of what the author calls ""the great Canadian exodus"" - the period from 1850 to 1900 when nearly 1.8 million English and French Canadians emigrated to the United States.","Wickett, S. Morley",,,1913-01,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/486783228"">486783228</a>",1850-1900; Canada; United States,,,,,,,,,,,,,,0032-3195,,#1,The Annals of the American Academy of Political and Social Science,http://www.jstor.org/stable/1012635,45,,,,https://francolibrary.com/archive/files/f4aa5eeb44bc94c100a584a4f4cb15f9.jpg,Boston MA;Buffalo NY;Business and Economics;Cambridge MA;Canada;Chicago IL;Cincinnatti OH;Cleveland OH;Demography;Detroit MI;Emigration and Immigration;Fall River MA;Family;Geography;Germany;Great Britain;Holyoke MA;Ireland;Jersey City NJ;Lawrence MA;Louisville KY;Lowell MA;Manchester NH;Milwaukee WI;Minneapolis MN;New Bedford MA;New Haven CT;New Orleans LA;New York NY;Newark NJ;Newfoundland;Nonfiction;Nonfiction -- Immigration;Paterson NJ;Philadelphia PA;Pittsburgh PA;Providence RI;Rochester NY;San Francisco CA;St. Louis MO;St. Paul MN;United States;Washington DC;Worcester MA
153,"Postcolonialism in North America : Imaginative Colonization in Henry Thoreau's ""A Yankee in Canada"" and Jacques Poulin's ""Volkswagen Blues""","From the author:""This thesis introduces the concept of imaginative colonization in postcolonial literary and cultural studies, which has a particular relevance to the literatures of North America. It argues that the postcolonial experiences of the former colonies of England and France in the Americas, particularly the United States and French Canada, have been primarily conditioned by their relations to each other and not by their relations to the former colonizing power. Imaginative colonization occurs when one former colony, using the means of the cross-border narrative and/or the postmodern recuperation of history, reimagines another not as an autonomous cultural entity, but as a feature of its own history, language, ideology, and even cartography.""","Weisman, Adam Paul",,,1995-fall,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/482967897"">482967897</a>",1800-present; Canada; United States,,,,,,,,,,,,,,0025-4878,,#3,The Massachusetts Review,www.jstor.org/stable/25090664,36,,,,,Canada;Criticism and Review;Emigration and Immigration;Fiction and Literature;Government and Politics;Literary Works -- Criticism and History;QuÃ©bec;United States
154,An Incident Between the French Canadians and the Irish in the Diocese of Maine in 1906,"An essay on the reactions of Franco American journalists and national societies to the naming of an Irish successor to the Maine Roman Catholic diocese's bishopric in 1906. Lewiston, Maine's ""Le Messager"" extended its criticisms to the Holy See and the whole of Church hierarchy. This drawn-out event is couched here in a brief description of Catholic demographics around that period in the state of Maine, with accompanying definitions of what were called ""national"" churches versus what are now labeled ""territorial"" parish churches.","Woodbury, Kenneth B., Jr.",,,1967-06,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/480490583"">480490583</a>",1900-1910; Maine,,,,,,,,,,,,,,0028-4866,,2,The New England Quarterly,http://www.jstor.org/stable/363771,40,,,,https://francolibrary.com/archive/files/ed12cf482f72ebc98e29d5778264c1e6.jpg,Acculturation and Assimilation;Bangor ME;Bath ME;Biddeford ME;Connecticut;Eagle Lake ME;Ethnicity and Collective Identity;Fall River MA;Jewett City CT;Language and Linguistics;Lewiston ME;Nonfiction;Nonfiction -- History -- Religion;Old Town ME;Portland ME;Putnam CT;Religion;Violence;Waterville ME;Westbrook ME
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"Barre, Vermont: An Annotated Bibliography","A descriptive bibliography of sources related to the history, politics, and peoples of Barre, Vermont. Divided into the following categories: Historical Sources, Politics and Business, Social Life and Organizations, Poets and Writers, Ethnic Sources, Church History, Schools, Transportation, Genealogy, Oral History, Audio-Visual, and Other.","Beavin, Daniel;Blachly, Alice;Hathaway, Richard;Sacher, Andrew",,,1979,,,,,,Bibliography,"<a href=""http://www.worldcat.org/oclc/5243727"">5243727</a>","Barre, Vermont",,,,,,,,,,,80,"Barre, Vermont",Aldrich Public Library,,,,,"Barre, Vermont: An Annotated Bibliography @ Google Books",,,,,https://francolibrary.com/archive/files/8bbcf139db7e412aeb630a9c55f600d9.jpg,Barre VT;Bibliography;Business and Economics;Community: Customs and Social Life;Education;Ethnicity and Collective Identity;Fiction and Literature;Genealogy;Government and Politics;Personal History: Biography and Oral History;Religion
158,Franco-American and QueÌbec Studies: A selected bibliography of materials held by the Libraries of the State University of New York at Albany,"Short bibliography of texts relevant to Franco American and QuÃ©bec studies to be found at the library of SUNY Albany. Divided into the following categories: Reference Material, General Works, Literature and Criticism, Franco-American Authors and Topics, and Periodicals.","BrieÌ€re, Eloise;Benedict, Marjorie A.",,,1984,,,,,,Bibliography,"<a href=""http://www.worldcat.org/oclc/12743446"">12743446</a>","Albany, New York",,,,,,,,,,,31,"Albany, New York",State University of New York at Albany,,,,,Franco-American and Québec Studies: A selected bibliography... @ Google Books,,,,,,Bibliography;Criticism and Review;Fiction and Literature;Journalism;Language and Linguistics;New England;New York;QuÃ©bec
159,AFGS Library Holdings,"Catalog of books, CDs, microfilm/fiche, etc., contained in the library of the American-French Genealogical Society in Woonsocket, Rhode Island. This is the most recent version of the catalog (April 2007), but many libraries also have earlier versions (January 2000, April 2003, or August 2004, to name a few).","Burkhart, Janice",,,2007,,,,,,Bibliography,"<a href=""http://www.worldcat.org/oclc/319812843"">319812843</a>","Woonsocket, Rhode Island",,,,,,,,,,,481,"Woonsocket, Rhode Island",American-French Genealogical Society,,,,,http://www.afgs.org/;AFGS Library Holdings (2003 ed.) @ Google Books,,,,,,Bibliography;Community: Customs and Social Life;Genealogy;Woonsocket RI
160,"A Selective and Thematic Checklist of Publications Relating to Franco-Americans: Ethnic Heritage Studies Program of Rhode Island, Appendices F and G","Republished as article in Contemporary French Civilization, Volume 2, Number 3, Spring 1978.  From ERIC: ""An annotated bibliography of publications relating to Franco-Americans is presented. The publication was designed for secondary school teachers of French or social studies who wish to know more about Franco Americans before initiating mini-courses on this ethnic group. Journal articles, books, and papers presented at professional meetings are included. Most of the items deal with the French in New England, but a few entries concern the French presence in other parts of  the United States. In addition to reference works and bibliographies, the following topics are covered: culture, education, history, linguistics, poetry, prose fiction, mother-country materials, religion, and sociology. A partial listing of research projects completed at Rhode Island College and a brief list of periodicals are appended.""","Chartier, Armand B.",,,1975,,,,,,Bibliography,"<a href=""http://www.eric.ed.gov:80/ERICWebPortal/detail?accno=ED188491"">ED188491</a>",,,,,,,,,,,,,"Providence, Rhode Island",National Materials Development Center (NMDC),,,,,http://www.eric.ed.gov:80/ERICWebPortal/detail?accno=ED188491,,,,,,Bibliography;Education;Ethnicity and Collective Identity;New England;Rhode Island;United States
161,"A Resource Guide for New England Libraries : Bilingual/Bicultural Education, Franco-American Studies","Phyllis Hagel, author of books used in the classroom for language learning, has developed an index and bibliography for resources helpful to bilingual educators and those interested in Franco American studies.","Hagel, Phyllis",,,1976,,,,,,Bibliography,"<a href=""http://www.worldcat.org/oclc/6396225"">6396225</a>",,,,,,,,,,,,45,"Fall River, Massachusetts",National Assessment and Dissemination Center (NADC),,,,,A Resource Guide for New England Libraries @ Google Books,,,,,https://francolibrary.com/archive/files/e54bff25905f86cc5679160adae752bb.jpg,Bibliography;Education;Ethnicity and Collective Identity;Language and Linguistics;New England
162,Francoamerican Cultural Identity: A Resource Guide,"Compilation of information on resources, repositories, references, and research tools available for the study of Franco American history and cultural identity in New England. Lists specific archival collections and their locations; library collections of current materials; French-English bilingual education programs and resources across the United States.","Hickey, John",,,1976,,,,,,Bibliography,"<a href=""http://www.worldcat.org/oclc/3269655"">3269655</a>",1976; New England,,,,,,,,,,,18,"Ithaca, New York",Self-published,,,,,Francoamerican Cultural Identity @ Google Books,,,,,,Bibliography;Connecticut;Education;Louisiana;Maine;Massachusetts;New England;New Hampshire;Rhode Island;Vermont
163,Franco-American Studies: A Resource Guide,"What the author calls ""an annotated bibliography of materials about Franco-Americans and French Canada which are available in the greater Waterville (Maine) area."" She writes: ""In this bibliography an attempt has been made to take advantage of previously available bibliographical materials while at the same time adding all other items of which [we] have first-hand knowledge, with annotative commentary for everything.""","Kempers, Anne",,,1980,,,,,,Bibliography,"<a href=""http://www.worldcat.org/oclc/8384190"">8384190</a>",,,,,,,,,,,,55,"Orono, Maine",University of Maine at Orono,,,,,Franco-American Studies: A Resource Guide @ Google Books,,,,,,Bibliography;Education;New England;QuÃ©bec;Waterville ME
164,Franco-American Health-Related Bibliography,"Bibliography of books and articles related to the health and wellness of Franco-Americans and people of French-Canadian descent. From the foreword: ""The following bibliography hopes to unite health-care providers with the growing body of knowledge focusing on the interdependence of culture, society and medicine. As is true with all bibliographies, this is not an exhaustive list of all resources available. It is the result of a combination of other bibliographies and databases for the specific purpose of creating a Franco-American health-related bibliography....""","Kovacich, Joann",,,1989,,en,,,,Bibliography,"<a href=""http://www.worldcat.org/oclc/20583625"">20583625</a>",,,,,,,,,,,,57,"Orono, Maine","Katahdin Area Health Education Center, University of Maine",,,,,Franco-American Health-Related Bibliography @ Google Books,,,,,,Ethnicity and Collective Identity;Family;Illness;New England;Nonfiction;Nonfiction -- Science and Medicine
165,The Franco-Americans of New England: A Union List of Materials in Selected Maine Libraries (Un catalogue de matÃ©riaux disponibles dans certaines bibliothÃ¨ques de l'Ã‰tat du Maine),"From the text: ""Works written by Franco-Americans and those written about them were inventoried. This latter category includes some writings dealing with other subjects with contain substantial sections of the Franco-Americans of New England."" From WorldCat: ""Approximately 140 bibliographic citations of periodicals, serials, and newspapers; books, pamphlets and theses; and selected articles dating from the 1890's to the present time and held in Maine libraries are included in this inventory of materials by or about Franco-American people.""","Simano, Irene M.",Read: FULL TEXT,,1971,,,,,,Bibliography,"<a href=""http://www.worldcat.org/oclc/425585108"">425585108</a>",Maine,,,,,,,,,,,15,"Orono, Maine","New England-Atlantic Provinces-QuÃ©bec Center, University of Maine",,,,,,,,,,,Bibliography;Maine
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,An Elaborate History and Genealogy of the Ballous in America,"Subtitled: ""Carefully Compiled and Edited by Adin Ballou; with Numerous Artistic Illustrations."" Massive family history of the Ballou family of Rhode Island. Written at the end of the 19th century.","Ballou, Adin",,,1888,,,,,,Genealogy,"<a href=""http://www.worldcat.org/oclc/44956605"">44956605</a>","1650-1888, Rhode Island",,,,,,,,,,,1323,"Providence, Rhode Island",Press of E.L. Freeman & Son,,,,,An Elaborate History of the Ballous in America @ Google Books (full text available),,,,,,Family;Genealogy;Personal History: Biography and Oral History;Providence RI;Rhode Island
168,Beginning Franco-American Genealogy,"First edition published in 1986. A guide to conducting one's own genealogy, with resources appropriate for those with Franco American and Canadian French ancestry.","Boudreau, Dennis M.",,,1993,,,,,,Genealogy,"<a href=""http://www.worldcat.org/oclc/33086650"">33086650</a>",,,,,,,,,,,,75,"Pawtucket, Rhode Island",American French Genealogical Society,,,,,Beginning Franco-American Genealogy @ Google Books,,,,,,Family;Genealogy;Rhode Island
169,"French and Native North American Marriages, 1600-1800",List of French (Canadian) and Native American Marriages from eastern North America. Respective sources are listed for each documented marriage.,"Bunnell, Paul",,,2004,,,,,,Genealogy,"<a href=""http://www.worldcat.org/oclc/58017168"">58017168</a>","1600-1800, Canada, United States",,,,,,,,,,,161,"Westminster, Maryland",Heritage Books,,9780788425950,,,http://heritagebooks.com/mm5/merchant.mvc?Screen=PROD&Store_Code=HBI&Product_Code=B2595&Category_Code=   French and Native North American Marriages @ Google Books (limited preview),,,,,,Acadians;Canada;Ethnicity and Collective Identity;Genealogy;Native Americans;New England;United States
170,Histoire de ma famille,"A blank, illustrated text and family tree (with some commentary) to be filled-in with one's own genealogy.","Campagna, Dominique",,,1960,,,,,,Book,"<a href=""http://www.worldcat.org/oclc/3271013"">3271013</a>",,,,,,,,,,,,84,"Cap-Rouge, QueÌbec",Self-published,,,,,Histoire de ma famille @ Google Books,,,,,,Education;Genealogy;Youth
171,The First French Canadians: Pioneers in the St. Lawrence Valley,"From University of Delaware Press: ""This book is the culmination of an enormous project aimed at the identification of the original French migrants to QuÃ©bec and their descendants in the form of a computerized population register.""","Charbonneau, Hubert;Desjardins, Bertrand;Guillemette, AndrÃ©;Landry, Yves;LÃ©garÃ©, Jacques;Nault, Francois",,,1993,,,,,,Genealogy,"<a href=""http://www.worldcat.org/oclc/27108728"">27108728</a>","1600s, France, QuÃ©bec",,,,,,,,,,,252,"Cranbury, New Jersey",University of Delaware Press,,9780874134544,,,http://www2.lib.udel.edu/udpress/ftitles.htm#0-87413-454-4   The First French Canadians @ Google Books (limited preview available),,,,,,Community: Customs and Social Life;Demography;Emigration and Immigration;Ethnicity and Collective Identity;France;Genealogy;Geography;Government and Politics;MontrÃ©al QC;QuÃ©bec;St. Lawrence River Valley
172,"Marriages of St. Joseph's Catholic Church, Old Town, Maine (1860-1960): Including 1836-1892 Franco-American marriages recorded in the civil registers of Bangor, Bradley, Brewer, Old Town, and Orono","A list of marriages from 1836 to 1892, a list of priests, marriages, and marriage extracts from 1862 to 1960, a necrology from 1880-1946, a list of Anglicized French surnames in the Old Town area, and a list of the earliest French-Canadian families in Old Town.","Chenard, Robert",,,1993,,,,,,Genealogy,"<a href=""http://www.worldcat.org/oclc/28773463"">28773463</a>","1836-1960, Bangor, Bradley, Brewer, Old Town, Orono, Maine",,,,,,,,,,,308,"Waterville, Maine",Self-published,,,,,"Marriages of St. Joseph's Catholic Church, Old Town, Maine @ Google Books",,,,,,Acculturation and Assimilation;Bangor ME;Bradley ME;Brewer ME;Genealogy;Language and Linguistics;Old Town ME;Orono ME;Religion
173,"Mariages de Sainte-Rosaire de Rochester, NH, 1883-1976","Un rÃ©pertoire (des noms familles) des mariages performÃ©  dans la paroisse catholique de Sainte-Rosaire de Rochester, New Hampshire. Un de beaucoup de livres gÃ©nÃ©alogiques franco-amÃ©ricains Ã©crits par Croteau.","Croteau, Fr. Fernand",,,1977,,,,,,Genealogy,"<a href=""http://www.worldcat.org/oclc/402485530"">402485530</a>","1883-1976, Rochester, New Hampshire",,,,,,,,,,,155,,Self-published,,,,,http://www.acgs.org/research/online-catalog.htmlMariages de Sainte Rosaire de Rochester... @ Google Books,,,,,,Family;Genealogy;Religion;Rochester NH
174,"Madawaska, Maine: Family Reunion Trees","A chronicling of the living monuments planted in honor of local families in Madawaska, Maine, during the town's annual Acadian Festival and Family Reunion celebrations. Beginning in 1980, a tree was planted and a stone engraved each year in commemoration of the persistence of a different Acadian or French-Canadian family descended from Madawaska's original settlers.","DeFarges, Rachelle Chasse;Chasse, E. David;Chasse, Andrew W.;Chasse, Geraldine",,,2003,,,,,,Genealogy,,"1980-2003, Madawaska, Maine",,,,,,,,,,,68,"Madawaska, Maine",Madawaska Historical Society,,,,,http://www.madawaskahistorical.org/,,,,,,Acadians;Community: Customs and Social Life;Family;Genealogy;Madawaska ME;New Brunswick;Nova Scotia;QuÃ©bec
175,"The French Canadians, 1600-1900: An Alphabetized Directory of the People, Places and Vital Dates","Genealogical directory of French-Canadian names and places useful for Franco-American family, genealogical, or historical research as far back as the 17th century.","Elliot, Noel Montgomery",,,1992,,,,,,Genealogy,"<a href=""http://www.worldcat.org/oclc/25538822"">25538822</a>","1600-1900, Canada, United States",,,,,,,,,,,,"Toronto, Ontario",Genealogical Research Library,,9780919941205,,,"The French Canadians, 1600-1900 @ Google Books",,,,,,Canada;Genealogy;Geography;New Brunswick;Ontario;QuÃ©bec
176,Genealogist's Handbook for Upper Saint John Valley Research,"A resource guide and short bibliography for budding genealogists. Includes a brief historical overview of emigration to the St. John Valley region in the context of the Acadian expulsion (1755), the American Revolution (1776), and the relocation of British loyalists following the Treaty of Paris (1783). From the text: ""The focus of this guide is on the individuals who settled in the Madawaska Settlement beginning with the blended Acadian/French-Canadian families who moved there in 1865.""","Findlen, George",,,2003,,,,,,Genealogy,"<a href=""http://www.worldcat.org/oclc/52871722"">52871722</a>","1755-2000, St. John River Valley, Maine",,,,,,,,,,,81,,Genealogical Publishing Company,,9780806352077,,,http://www.upperstjohn.com   Genealogist's Handbook for Upper Saint John Valley Research @ Google Books (limited preview available),,,,,,Allagash ME;Bibliography;Caswell ME;Cyr ME;Eagle Lake ME;Fort Kent ME;Frenchville ME;Genealogy;Grand Isle ME;Hamlin ME;Madawaska ME;New Canada ME;Sinclair ME;St. Agatha ME;St. Francis ME;St. John River Valley;Van Buren ME;Wallagrass ME
177,"Aspects of Class Ideology in a New England Ethnic Minority : The Franco-Americans of Woonsocket, Rhode Island (1865-1929) ","Dissertation on class development and distinction through North American industrialization, immigration, and urbanization in Rhode Island. The particularity of this history as shaped in the Franco American community's experience of Woonsocket, Rhode Island. Emphasis on Catholicism. Anctil's work is cited in American social historian Gary Gerstle's famous text, ""Working-Class Americanism.""","Anctil, Pierre",,,1980,,en; fr,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/8613568"">8613568</a>","1865-1929; Woonsocket, Rhode Island",,,,,,,,,,,340,"New York, New York",,,,,,None,,,,,https://francolibrary.com/archive/files/28fff4bc7f1038276793cb08e7bd99c1.jpg,Business and Economics;Central Falls RI;Danielson CT;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Holyoke MA;Labor History;Merrimack River Valley;Mills and Mill Work;Moosup CT;Natick RI;New Bedford MA;Nonfiction;Nonfiction -- History -- Economic and Industrial;Nonfiction -- History -- Labor and Social;North Brookfield MA;North Easton CT;Pawtucket RI;Pawtuxet River Valley;Personal History: Biography and Oral History;Plainfield CT;Providence RI;Quinebaug River Valley;Religion;Social History;Springfield MA;St. Lawrence River Valley;West Warwick RI;Woonsocket RI
178,"A Political History of Lewiston, Maine (1930-39) ","Government and politics in the industrial city of Lewiston, Maine, in the midst of the Great Depression.","Bernard, Laureat Odilon",,,1949,,en,,,,Thesis,"<a href=""http://www.worldcat.org/oclc/49798931"">49798931</a>","1930-1939; Lewiston, Maine",,,,,,,,,,,388,"Orono, Maine",,,,,,A Political History of Lewiston Maine @ Google Books,,,,,https://francolibrary.com/archive/files/de4539ecc626ef84152640c615af4bd7.jpg,Business and Economics;Community: Customs and Social Life;Government and Politics;Lewiston ME;Maine;Nonfiction;Nonfiction -- Government and Politics
179,"Labor Study of the Franco-American Community of Waterville, Maine, from 1890 to 1940 ","Study in labor history of the Franco-Americans in Waterville, Maine up to 1940. Includes author-conducted interviews. From Bernier: ""The purpose of this study is not to undermine the importance of [successful Franco-American businessmen and professionals], but it is an attempt to account for the notable achievements of the working class Franco-Americans who contributed their labor, their votes, and their efforts to improve working conditions through striking evevn in the face of discrimination and financial insecurity. This group has been ignored in almost all the written accounts of Waterville, and this error must be rectified. The Franco-Americans--laborers, businessmen, and professionals, all contributed to the character and to the prosperity of Waterville.""","Bernier, Margaret",Full text,,1981,,en,,,,Thesis,"<a href=""http://www.worldcat.org/oclc/19834728"">19834728</a>","1890-1940; Waterville, Maine",,,,,,,,,,,103,"Waterville, Maine",,,,,,Labor Study of the Franco-American Community... @ Digital Commons @ Colby,,,,,https://francolibrary.com/archive/files/bc3d6603bf5570109fb425048568b631.jpg,Emigration and Immigration;Kennebec River Valley;Labor History;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Labor and Social;Nonfiction -- Social Sciences;Nonfiction -- Sociology;Personal History: Biography and Oral History;Waterville ME
180,A Comparison of Attitudes Among Maine Communities Toward Franco-American Civic Status and Native Language Vitality,"From the introduction: ""The extent to which cultural diversity in Maine schools is enhanced by appropriate educational programs for Franco-Americans is the focus of this research effort.""...""A study of culture-related attitudes of citizens...""...""An investigative study of the distinction between the attitudes of Franco-Americans and non-Franco-Americans in those communities regarding native French language vitality and Franco-American civic status...""","BeÌrubeÌ, Bernard (Barney) Arthur",,,1986,,en,,,,Thesis,"<a href=""http://www.worldcat.org/oclc/16643811"">16643811</a>",20th century; Maine,,,,,,,,,,,214,"Orono, Maine",,,,,,"A Comparison of Attitudes... @ Fogler Library, UMaine;A Comparison of Attitudes... @ Google Books",,,,,https://francolibrary.com/archive/files/2546e622bb77671ab308767a8fa45680.jpg,Augusta ME;Education;Ethnicity and Collective Identity;Fort Kent ME;Government and Politics;Jackman ME;Language and Linguistics;Lewiston ME;Nonfiction;Nonfiction -- Education;Presque Isle ME;Saco ME;Sanford ME;Van Buren ME;Winslow ME
181,"A Social History of the French Canadian Community of Suncook, New Hampshire (1870-1920) ","Master's thesis on the French Canadian immigrants to the towns of Suncook, Pembroke, and Allentown, New Hampshire at the turn of the century. Emphasis on community and social life.","Blazon, Gerard",,,1974,,en,,,,Thesis,"<a href=""http://www.worldcat.org/oclc/53773481"">53773481</a>",1870-1920; New Hampshire,,,,,,,,,,,173,"Durham, New Hampshire",,,,,,A Social History of the French Canadian Community of Suncook... @ Google Books,,,,,https://francolibrary.com/archive/files/927c4f4120961e22522cb1af142d549d.jpg,Allenstown NH;Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Language and Linguistics;Nonfiction;Nonfiction -- History -- Labor and Social;Pembroke NH;Religion;Social History;Suncook NH
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"Revolution : The Coming of F.A.R.O.G., 1970-1972 ","From the author: ""In 1970 a group of Franco-Americans at the University of Maine, Orono, began meeting to discuss the creation of a new Franco-American ethnic identity. By the end of 1972, the succeeded in establishing a formal Franco-American program. They succeeded for several reasons. Like some Franco-Americans of their time, they felt acutely the loss of their ethnic group's former ties to a proud French-Canadian heritage. They learned from other movements of their own time how to go about redefining their group's identity, and the administration of the University of Maine, Orono, provided some of the material resources that the group needed in order to make it a formally established program.""","Brown, Michael Serizawa",Full text,,1992,,en,,,,Thesis,"<a href=""http://www.worldcat.org/oclc/27201223"">27201223</a>","1970-1972; Orono, Maine",,,,,,,,,,,54,"Orono, Maine",,,,,,"Revolution... @ Fogler Library, UMaine;Revolution... @ Google Books",,,,,https://francolibrary.com/archive/files/ef50a66efbb8dabd62abfd62baef0245.jpg,Acculturation and Assimilation;Biddeford ME;Burlington VT;Business and Economics;Community: Customs and Social Life;Danielson CT;Demography;Education;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Farming and Agriculture;Farmington ME;Fitchburg MA;Forestry;Fort Kent ME;France;Gender and Sexuality;Gorham ME;Government and Politics;Haverhill MA;Holyoke MA;Labor History;Lowell MA;Manchester NH;Mills and Mill Work;Nonfiction;Nonfiction -- Education;Nonfiction -- History -- Labor and Social;North Brookfield MA;Orono ME;Presque Isle ME;QuÃ©bec;Religion;Southbridge MA;Woonsocket RI;Worcester MA
184,Aroostook Architect : The Life and Times of the Reverend Joseph S. Marcoux ,"Biographical history of a northern Maine Roman Catholic priest, Rev. Joseph S. Marcoux. Fr. Marcoux was the first pastor at St. Joseph's Parish in the town of Wallagrass, Maine, in Aroostook County.","Callnan, Miriam Therese",,,1974,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/3488495"">3488495</a>",1850-1918; Maine,,,,,,,,,,,304,"Orono, Maine",,,,,,"Aroostook Architect... @ Fogler Library, UMaine;Aroostook Architect... @ Google Books",,,,,https://francolibrary.com/archive/files/d6631ecb930fb9d7fdb44428ac53af04.jpg,Aroostook County ME;Eagle Lake ME;Fort Kent ME;Nonfiction;Nonfiction -- History -- Local;Personal History: Biography and Oral History;Religion;Wallagrass ME
185,The Role of French National Societies in the Socio-Cultural Evolution of the Franco-Americans of New England from 1860 to the Present : An Analytical Macro-Sociological Case Study in Ethnic Integration Based on Current Social System Models ,"Dissertation on the histories of Franco American national societies and fraternal organizations in New England. Their significance to French Canadian and Franco American communities there from 1860 to 1960. How these organizations were involved in the socialization of francophone Canadian immigrants in the United States. An argument that these processes of socialization are better described as ""integration"" rather than ""assimilation."" Observations on ""the socio-cultural evolution of the Franco-American ethnic group in New England"" (1). A case study in macrosociology. Contains various observations of Franco American national societies and parishes throughout the Northeast.","Chevalier, Sister Florence Marie, S.S.A.",,,1972,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/11037919"">11037919</a>",1860-1972; New England,,,,,,,,,,,386,"Washington, D.C.",,,,,,The Role of French National Societies... @ Google Books,,,,,https://francolibrary.com/archive/files/3f56ca3ca3a671dd977001bf403bbadc.jpg,Acculturation and Assimilation;Albany NY;Anoka MN;Aurora IL;Biddeford ME;Business and Economics;Canada;Chicago IL;Community: Customs and Social Life;Concord NH;Connecticut;Detroit MI;Education;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Fitchburg MA;Glens Falls NY;Government and Politics;Holyoke MA;Irish Americans;Lewiston ME;Lowell MA;Maine;Manchester NH;Massachusetts;Mendota (MN);Millbury MA;Minneapolis MN;Nashua NH;New England;New Hampshire;New York NY;Nonfiction;Nonfiction -- Social Sciences;Nonfiction -- Sociology;Polish Americans;Providence RI;Religion;Rhode Island;Salem MA;Southbridge MA;St. Paul MN;Troy NY;Vermont;Wayne County (MI);Webster MA;Westborough MA;Willimantic CT;Woonsocket RI;Worcester MA
186,The French-Canadian Ethnic Factor in Maine Politics ,"Study of links between French ethnicity and voting in Maine in the 20th century. Franco American voting patterns, and the recent history of the Franco American voting bloc in Maine state politics.","Cox, Harold R.",,,1972,,en,,,,Thesis,"<a href=""http://www.worldcat.org/oclc/11328160"">11328160</a>",20th century; Maine,,,,,,,,,,,203,"Orono, Maine",,,,,,"The French-Canadian Ethnic Factor in Maine Politics @ Google Books;The French-Canadian Ethnic Factor in Maine Politics @ Fogler Library, UMaine",,,,,https://francolibrary.com/archive/files/af37600b3c0e87611e3f50f23a23828e.jpg,Ethnicity and Collective Identity;Government and Politics;Maine;Nonfiction;Nonfiction -- Government and Politics;Nonfiction -- Social Sciences
