title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
Rare High Meadow of Which I Might Dream,"Book of poems from Fort Kent, Maine native and professor of English at New Mexico State University. Author of the book of poems, ""Cathedral of the North,"" published in 2001.","Voisine, Connie",,University of Chicago Press,2008,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/123137085"">123137085</a>;<a href=""http://www.worldcat.org/oclc/748211764"">748211764</a>",21st century; New Mexico,,,,,,,,,,,59,"Chicago, Illinois",University of Chicago Press,,,,,"<div class=""element-text""><a href=""http://www.connievoisine.com/"">http://www.connievoisine.com/</a></div>",,,,,https://francolibrary.com/archive/files/1a84ff0356fedda97748ab58ab5ebe54.jpg,Death and Disaster;Literary Works -- Poetry;New Mexico;Poetry;Travel and Movement;United States,Literary Works | Oeuvres littéraires
A Picaresque Revenant,"Article on Québec emigrant writer, Rémi Tremblay, and the serialized novel based on his time as a Union soldier in the United States Civil War, ""Un Revenant: épisode de la guerre de Sécession."" Textual interpretations of Tremblay's perceptions of war, and insights to his fiction based on information gleaned from his autobiography, ""Pierre qui roule: souvenirs d'un journaliste."" Explorations of Tremblay's portrayal of French Canadian emigration to the US at the turn of the century, and his literary representation of what the author calls ""a new Francophone vernacular"" (380).","Schick, Constance Gosselin",,,2002-12-00,,en;fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1238339"">1238339</a>;<a href=""http://www.worldcat.org/oclc/50709544"">50709544</a>",19th century; Canada; United States,,,,,,,,,,,,,,0016-111X,,2,French Review,"<div class=""element-text""><a href=""http://www.jstor.org/stable/3132715"">http://www.jstor.org/stable/3132715</a></div>",76,,,,,Connecticut;Criticism and Review;Emigration and Immigration;Fiction and Literature;Literary Works -- Criticism and History;Montréal QC;Personal History: Biography and Oral History;Virginia;War,Literary Works | Oeuvres littéraires
In Advent : Poems,"Book of poems from Lisbon, Maine native, former professor of creative writing at SUNY Brockport, and translator of Rainer Maria Rilke's Duino Elegies.","Poulin, A., Jr.",,E.P. Dutton,1972,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/340273"">340273</a>",1972; New England,,,,,,,,,,,128,"New York, New York",E.P. Dutton,,0525132074 9780525132073,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=hACyAAAAIAAJ"">In Advent...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/7d6f6f1f004a4318c463b4691a8b5484.jpg,Death and Disaster;Education;Family;Illness;Literary Works -- Poetry;Poetry;Religion,Literary Works | Oeuvres littéraires
Les fictions de la franco-américanité,"L'introduction au numero 53 de la revue ""Québec Studies,"" dont les auteurs décrivent le contenu comme projet dans la littérature de la franco-américanité: canadienne-française, acadienne, franco-américaine. Discussion des textes majeures dans ce canon littéraire, et de les essais qui explorent sa nature.","Morency, Jean;Thibeault, Jimmy",,,2012-03-00,,fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60628349"">60628349</a>",21e siiècle; Québec; États-Unis,,,,,,,,,,,,,,9739-3759,,,Québec Studies,"<div class=""element-text""><a href=""http://www.acqs.org/qc_studies_journal/table_of_contents.html"">http://www.acqs.org/qc_studies_journal/table_of_contents.html</a></div>",53,,,,,Canada;Criticism and Review;Fiction and Literature;Literary Works -- Criticism and History;Québec;United States,Literary Works | Oeuvres littéraires
Jack Kerouac : une conscience de la mort,"Une article qui décrit la rôle de la mort dans deux des oeuvres de Jack Kerouac: Visions de Gérard et Tristessa. L'auteur suggére que la préoccupation ou ""l'obsession"" de Kerouac avec la mort dans ces textes est son certain type d'engagement avec la vie. Quelques comparaisons avec les écrits en prose de Rainer Maria Rilke.","Perreault, Guy",,,1988-04-00,,fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/2442278"">2442278</a>","1950-1960, Lowell, Massachusetts",,,,,,,,,,,,,,0318-9201,,3,Voix et images,"<div class=""element-text""><a href=""http://id.erudit.org/iderudit/200728ar"">http://id.erudit.org/iderudit/200728ar</a></div>",13,,,,,Criticism and Review;Death and Disaster;Fiction and Literature;Literary Works -- Criticism and History;Lowell MA;Mexico,Literary Works | Oeuvres littéraires
"Canuck, nomade franco-américaine : persistence et transformation de l'imaginaire canadien-français","Une étude sur le roman feuilleton ""Canuck,"" par Camille Lessard-Bissonnette, comme example de la continuité des thièmes littéraires - et d'une imagination - canadiens-français dans la littérature aux États-Unis. Des transformations subtiles de ces thièmes dans un nouveau milieu américain. Une discussion d'un nouveau ""nomadisme"" nord-américain dans le texte : un histoire d'une famille émigrante à  Lowell, Massachusetts.","Aubé, Mary Elizabeth",,,1997,,fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/55667210"">55667210</a>","1900-1940; Lowell, Massachusetts",,,,,,,,,,,,,,1710-1158,,,Francophonies d'Amérique,"<div class=""element-text""><a href=""http://id.erudit.org/iderudit/1004762ar"">http://id.erudit.org/iderudit/1004762ar</a></div>",7,,,,,Criticism and Review;Emigration and Immigration;Fiction and Literature;Lewiston ME;Literary Works -- Criticism and History;Lowell MA;Mills and Mill Work;New England;Québec,Literary Works | Oeuvres littéraires
Maria Chapdelaine : A Controversial Text,"Critical analysis of Louis Hémon's novel, <i>Maria Chapdelaine</i>, sparked by the recent centennial of Hémon's birth (1880). Some descriptions of the novel's main character, Maria, and her choice between two suitors - one to remain in Canada, or one to leave for Massachusetts. Arguments in favor of a certain type of reading the novel, as well as of the character Maria's eventual choice, her reasoning, and what the author believes to be her self-empowerment. Contrasting interpretations from other literary scholars. Assumes some familiarity with the novel.","van Lent, Peter C.",,,1983 Spring,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60628349"">60628349</a>",19th century; Québec,,,,,,en,,,,,,,,9739-3759,,1,Québec Studies,"<div class=""element-text""><a href=""http://www.acqs.org/qc_studies_journal/table_of_contents.html"">http://www.acqs.org/qc_studies_journal/table_of_contents.html</a></div>",1,,,,https://francolibrary.com/archive/files/275c66f437544caae46233ac65609a52.jpg,Criticism and Review;Death and Disaster;Emigration and Immigration;Fiction and Literature;Gender and Sexuality;Literary Works -- Criticism and History;Massachusetts;Québec,Literary Works | Oeuvres littéraires
The Economic and Political Ideas of Honoré Beaugrand in Jeanne la fileuse,"Brief article placing Honoré Beaugrand and his single novel, Jeanne la fileuse, in the French, French Canadian, and American socioeconomic and political contexts on which the novel clearly comments. An exploration of Beaugrand's ideological positioning, and the ways in which the author is both a product and a producer of a liberal sociopolitical consciousness at the end of the 19th century. A brief historical background of Beaugrand in North America and abroad, as well as a brief synopsis of the novel in question.","Sénécal, André",,,1983 Spring,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60628349"">60628349</a>",19th century; Québec,,,,,,,,,,,,,,9739-3759,,1,Québec Studies,"<div class=""element-text""><a href=""http://www.acqs.org/qc_studies_journal/table_of_contents.html"">http://www.acqs.org/qc_studies_journal/table_of_contents.html</a></div>",1,,,,https://francolibrary.com/archive/files/c3b8c7e3e9285f3524127586e63fe3b2.jpg,Business and Economics;Criticism and Review;Farming and Agriculture;Fiction and Literature;France;Government and Politics;Literary Works -- Criticism and History;New England;Québec,Literary Works | Oeuvres littéraires
"Sex, Death, and Baseball","Book of poems from Wayne, Maine writer and author of the 2004 chapbook, ""Children Are Ugly Little Monsters (But You Have to Love Them Anyway"").","Moreau, David",,Moon Pie Press,2004,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/61727160"">61727160</a>",2004; Maine,,,,,,,,,,,32,"Westbrook, Maine",Moon Pie Press,,,,,"<div class=""element-text""><a href=""http://www.moonpiepress.com/books.php?BookID=7"">http://www.moonpiepress.com/books.php?BookID=7</a></div>;<div class=""element-text""><a href=""books.google.com/books?id=75kaHQAACAAJ"">Sex, Death, and Baseball</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/9713d1412956ed0fb1bab78b289cdf40.jpg,Boston MA;Death and Disaster;Family;Gender and Sexuality;Literary Works -- Poetry;Maine;Manchester ME;Nashua NH;New Brunswick;Poetry;Sports and Leisure;Vermont;Youth,Literary Works | Oeuvres littéraires
My Uncle Louis,"Autobiographical novel revisiting a boy's childhood in Ottawa and the colorful character of his armchair philosopher uncle, Louis LaFrance. When Uncle Louis's marriage troubles find him moving in with the narrator child and his two parents, the household fills with his love of women, wine, good food, poetry, and Canadian politics. From the author of ""The Happy Time"" and ""Hello to Springtime.""","Fontaine, Robert Louis ",,McGraw-Hill,1953,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/1687374"">1687374</a>",,,,,,,,,,,,294,"New York, New York",McGraw-Hill,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=ea5EAAAAYAAJ"">My Uncle Louis</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/b8998376f38e2d5c9f8db4b626edbcbe.jpg,Family;Government and Politics;Hull QC;Literary Works -- Fiction;Ottawa ON;Personal History: Biography and Oral History;Youth,Literary Works | Oeuvres littéraires
"""You're Putting Me on"": Jack Kerouac and the Postmodern Emergence","Article exploring the self-referential literature of Jack Kerouac as cause, commentary, and resistance to his ""Beat Movement"" celebrity in the 1950s and 1960s. How Jack's engagement with fame is exercised in his literature, or in other public appearances, and signals a literary ground on which American letters can begin to see characteristics of what would become known as ""postmodern."" Analysis of Kerouac's television appearance on The Steve Allen Show; emphasis on his novels ""Vanity of Dulouz,"" ""Visions of Cody,"" and ""The Subterraneans,"" with constant reference to the success and interpretation of ""On the Road."" Explorations of critical thinker Michel Foucault's ideas on the concepts of ""guilt"" and ""punishment,"" and of Jean Beaudrillard's notion of the ""simulacrum.""","Johnson, Ronna C. ",,,2000-01-01 00:00:00,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/38583988"">38583988</a>;<a href=""http://www.worldcat.org/oclc/1791774"">1791774</a>","1950-1967; New York, New York; United States",,,,,,,,,,,,,,0093-3139,,1,College Literature,"<div class=""element-text""><a href=""http://www.jstor.org/stable/25112494"">http://www.jstor.org/stable/25112494</a></div>;<div class=""element-text""><a href=""http://www.wcupa.edu/_academics/sch_cas.lit/"">http://www.wcupa.edu/_academics/sch_cas.lit/</a></div>",27,,,,,Criticism and Review;Fiction and Literature;Film and Television;Literary Works -- Criticism and History;New York NY,Literary Works | Oeuvres littéraires
Atop an Underwood : Early Stories and Other Writings,"Selections from Jack Kerouac's (1922-1969) earliest imaginative and other writings composed between 1936 and 1943, with introduction and commentary from poet and editor, Paul Marion. Includes notes, poetry, creative and journalistic prose, and an excerpt from Kerouac's early novel, ""The Sea Is My Brother."" Written during Kerouac's youth in Lowell, Massachusetts, during his time at Columbia University, later as a merchant marine, and elsewhere. Presented in three chronological sections: Pine Forests and Pure Thought, 1936-1940; An Original Kicker, 1941; To Portray Life Accurately, 1942-1943.","Kerouac, Jack",,Viking Penguin,1999,"Marion, Paul (editor)",en,,,,Book,"<a href=""http://www.worldcat.org/oclc/40857068"">40857068</a>","1936-1943; Lowell, Massachusetts; New England; New York, New York",,,,,,en,,,,,249,"New York, New York",Viking Penguin,,9.78067E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?isbn=1101550627"">Atop an Underwood...</a> @ Google Books</div>;<div class=""element-text""><a href=""http://us.penguingroup.com/nf/Book/BookDisplay/0,,9780140296396,00.html?strSrchSql=atop+an+underwood/Atop_an_Underwood_Jack_Kerouac"">Atop an Underwood...</a> @ Viking Penguin</div>",,,,,https://francolibrary.com/archive/files/83c7903ef5a6797a83b50ea488a7e87b.jpg,Family;Fiction and Literature;Hartford CT;Literary Works -- Fiction;Literary Works -- Other;Literary Works -- Poetry;Literary Works -- Short fiction;Lowell MA;Merrimack River Valley;New England;New York NY;Poetry;Sports and Leisure;Travel and Movement;Youth,Literary Works | Oeuvres littéraires
The Buried City,"Short story that finds George returned to his family's New England home and to Hunter, his brother, as they struggle through the emotional aftermath of their mother's funeral. An early work from Providence, Rhode Island-native  author of ""The Country,"" ""The Family,"" and the memoir, ""American Ghosts.""","Plante, David",,,1976 Spring,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1590374"">1590374</a>;<a href=""http://www.worldcat.org/oclc/1767694"">1767694</a>",20th century; New England,,,,,,,,,,,,,,2051-2112,,,The Transatlantic Review,"<div class=""element-text""><a href=""http://www.jstor.org/stable/41543262"">http://www.jstor.org/stable/41543262</a></div>",24,,,,,Alcohol and Drugs;Death and Disaster;Family;Fiction and Literature;Gender and Sexuality;Literary Works -- Fiction;Literary Works -- Short fiction;Violence,Literary Works | Oeuvres littéraires
The Tent in the Wind,"Short story that finds James Briggs in London receiving a New York phone call in the nighttime from the mother of his ex-wife, Joanna, an expatriate in London, alerting him to Joanna's attempt at suicide across town.","Plante, David",,,1997 Fall,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/2256746"">2256746</a>","20th century; London, England",,,,,,,,,,,,,,0048-4474,,2025-02-03 00:00:00,Ploughshares,"<div class=""element-text""><a href=""http://www.jstor.org/stable/40352280"">http://www.jstor.org/stable/40352280</a></div>;<div class=""element-text""><a href=""http://www.pshares.org/"">http://www.pshares.org/</a></div>",23,,,,,Alcohol and Drugs;Family;Health and Wellness;Literary Works -- Fiction;Literary Works -- Short fiction;London ENG;New York NY,Literary Works | Oeuvres littéraires
The Pleasures of a Destroyed City,"Short story featuring Joseph Beauchemin, an American expatriate in London, and Dolores, in their apartment in the wake of a public protest. The ways in which they struggle to know one another and to make themselves known - or not - amidst death, politics, and sex. From the author of ""The Country,"" ""The Family,"" and the recent memoir, ""American Ghosts.""","Plante, David",,,1986 Spring,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/37589723"">37589723</a>","20th century; London, England",,,,,,,,,,,,,,0734-5496,,3,Grand Street,"<div class=""element-text""><a href=""http://www.jstor.org/stable/25006864"">http://www.jstor.org/stable/25006864</a></div>",5,,,,,Death and Disaster;Gender and Sexuality;Government and Politics;Literary Works -- Fiction;Literary Works -- Short fiction;London ENG,Literary Works | Oeuvres littéraires
In Moscow,"An account of author David Plante and his editor friend, Nikos, on a trip to Moscow in the 1980s. Accompanying Nikos to meetings with Russians looking to publish works on art and architecture, and Plante's other various guided excursions through the city.  How the Soviet Union of Plante's experience compares to the ideas and assumptions of Russia that gave him great interest and fed his imagination from the time of his boyhood in New England. Plante's trip away from home turning him to thoughts on America and himself, understanding his surroundings, and considering the value of ideals. ""My mother would say, 'Then go to Russia, go, if you'd think its better'"" (107).","Plante, David",,,1988 Winter,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/37589723"">37589723</a>","1980s; Moscow, Russia",,,,,,en,,,,,,,,0734-5496,,2,Grand Street,"<div class=""element-text""><a href=""http://www.jstor.org/stable/25007081"">http://www.jstor.org/stable/25007081</a></div>",7,,,,,Death and Disaster;Ethnicity and Collective Identity;Family;Government and Politics;Literary Works -- Other;Literary Works -- Travel writing;Moscow RUS;New England;Religion;Travel and Movement;United States;War,Literary Works | Oeuvres littéraires
Negotiating Foreignness Across the U.S.-Canadian Border : Narrating the Francoeur Family's Everyday Life in David Plante's The Family and The Native,"Article exploring the Providence, Rhode Island Francoeur family featured in David Plante's novels. The significance that the Canadian-American border plays for this family in shaping the cultural identities of its provincial characters, as well as the French cultural markers that grow out of its Catholic parish Providence locale.  Some historical and theoretical discussion of the concept of the ""borderland,"" particularly as it has been considered for Franco Americans within the contexts of Québec, Atlantic Canada, and the US Northeast. The convergence of the Francoeur family's identities as they extend across national borders with those that negotiate the borders of their ethnic neighborhood.","Gaddas, Aya L.",,,2011,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60621717"">60621717</a>","20th century; Providence, Rhode Island",,,,,,,,,,,,,,1180-3991,,,International Journal of Canadian Studies / Revue internationale d'études canadiennes,"<div class=""element-text""><a href=""http://id.erudit.org/iderudit/1010080ar"">http://id.erudit.org/iderudit/1010080ar</a></div>",44,,,,,Canada;Emigration and Immigration;Ethnicity and Collective Identity;Family;Fiction and Literature;Language and Linguistics;Literary Works -- Criticism and History;Providence RI;Québec;Religion;United States,Literary Works | Oeuvres littéraires
Lucien,"Novel set near Trois-Rivières, Québec, that begins with the birth of a first child - a daughter, Lucien - to Marie Charbonneau, whose husband Léonce despairs for not having a son to work on their farm. Two hundred miles away, the first-cousins Phonce and Pierre are married and forced to leave their home, later giving birth to a son. The lives of both families and their subsequent children as they come to live side-by-side on neighboring farms. The later life of a maligned Lucien. Winner of the 1938 Avery Hopwood Prize at the University of Michigan. From the author of ""Not Without Honor"" (1941).","Parsons, Vivian (LaJeunesse)",Full Text,"Dodd, Mead & Company Publishers",1939,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/1400482"">1400482</a>","ca. 1875; Trois-Rivières, Québec",,,,,,,,,,,383,"New York, New York","Dodd, Mead & Company Publishers",,,,,"<div class=""element-text""><a href=""http://hdl.handle.net/2027/mdp.39015011931311"">Lucien</a> @ Hathitrust</div>;<div class=""element-text""><a href=""books.google.com/books?id=6gXS64GnTAAC"">Lucien</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/139f65a2705edb620124d0f873accce6.jpg,Death and Disaster;Family;Farming and Agriculture;Fiction and Literature;Gender and Sexuality;Literary Works -- Fiction;Québec;Religion;Travel and Movement;Youth,Literary Works | Oeuvres littéraires
Husbands and Lovers,"Poem from a Lisbon, Maine writer and founder of poetry's BOA Editions. Dedicated to David Plante. Featured in the New England Review and Bread Loaf Quarterly published by Middlebury College. Republished posthumously in a collection of A. Poulin, Jr's works, ""Selected Poems"" (2001).","Poulin, A., Jr.",,,1984 Winter,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/8932675"">8932675</a>","20th century; Lisbon, Maine",,,,,,,,,,,,,,0736-2579,,2,New England Review and Bread Loaf Quarterly,"<div class=""element-text""><a href=""http://www.jstor.org/stable/40374864"">http://www.jstor.org/stable/40374864</a></div>",7,,,,,Alcohol and Drugs;Family;Gender and Sexuality;Lisbon ME;Literary Works -- Poetry;Poetry;Violence,Literary Works | Oeuvres littéraires
"The Art of Fiction, No. 199","Interview with novelist and short story writer, Annie Proulx, about her life, her craft, and her thoughts on writing. Reflections on some of her past works, including the novels ""Postcards"" and ""The Shipping News,"" as well as the story, ""Brokeback Mountain."" Her engagement with a wide range of settings and characters, with an emphasis on rural America. Interview conducted at her ranch home in Wyoming.","Proulx, Annie",,,2009 Spring,"Cox, Christopher (interviewer)",en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1641889"">1641889</a>",20th century - 21st century; Wyoming,,,,,,en,,,,,,,,0031-2037,,,The Paris Review,"<div class=""element-text""><a href=""http://www.theparisreview.org/interviews/5901/the-art-of-fiction-no-199-annie-proulx"">The Art of Fiction, No. 199</a> @ The Paris Review</div>",188,,,,,Community: Customs and Social Life;Family;Farming and Agriculture;Gender and Sexuality;Interview;Literary Works -- Criticism and History;Literary Works -- Other;Maine;Personal History: Biography and Oral History;Vermont;Wyoming,Literary Works | Oeuvres littéraires
The Captain,"Short fiction piece that finds a retired navy captain long after World War II, and his housekeeper, far from the sea. From the author of ""God is Dead,"" ""Everything Matters!"" and ""Flimsy Little Plastic Miracles."" Appears in the online literary magazine, SmokeLong Quarterly","Currie, Ron, Jr.",Full text,,2006-06-15 00:00:00,,en,,,,Journal Article,,20th century,,,,,,,,,,,,,,,,13,SmokeLong Quarterly,"<div class=""element-text""><a href=""http://www.smokelong.com/flash/3605.asp"">http://www.smokelong.com/flash/3605.asp</a></div>",,,,,,Family;Literary Works -- Fiction;Literary Works -- Short fiction;War,Literary Works | Oeuvres littéraires
Woman in a Bar,"Short story about a friend who, always when visiting the narrator, is eager to find a bar. From the author of the poetry collections, ""Awake,"" ""What We Carry,"" ""Smoke,"" and ""Facts About the Moon."" Appears in the online literary magazine, SmokeLong Quarterly.","Laux, Dorianne",Full text,,2009-06-25 00:00:00,,en,,,,Journal Article,,20th century,,,,,,,,,,,,,,,,25,SmokeLong Quarterly,"<div class=""element-text""><a href=""http://smokelong.com/flash/doriannelaux25.asp"">http://smokelong.com/flash/doriannelaux25.asp</a></div>",,,,,,Alcohol and Drugs;Gender and Sexuality;Literary Works -- Fiction;Literary Works -- Short fiction,Literary Works | Oeuvres littéraires
Awake,"Book of poems from Augusta, Maine native and creative writing teacher at North Carolina State University. Contains foreword by Philip Levine. Republished in 2007 by Carnegie Mellon University Press.","Laux, Dorianne",,BOA Editions,1990,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/22299428"">22299428</a>",,,,,,,,,,,,64,"Brockport, New York",BOA Editions,,9.78092E+12,,,"<div class=""element-text""><a href=""http://www.doriannelaux.com"">http://www.doriannelaux.com</a></div>;<div class=""element-text""><a href=""http://books.google.com/books?isbn=1597660302"">Awake</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/fcbc5079b9fa5cb8a198f24457645073.jpg,Augusta ME;Family;Gender and Sexuality;Literary Works -- Poetry;Oregon;Violence;Youth,Literary Works | Oeuvres littéraires
Young Gentlemen's School : New and Collected Poems,"Book of poems from a Malden, Massachusetts native, containing new poems alongside work from three of his earlier chapbooks. From the author of the more recent, ""Easy to Keep, Hard to Keep In"" (2007) and ""The Immaculate Conception Mothers' Club"" (2010).","Surette, David R.",,Koenisha Publications,2004,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/56930452"">56930452</a>",20th and 21st centuries; Massachusetts,,,,,,,,,,,128,"Hamilton, Michigan",Koenisha Publications,,0974168580,,,"<div class=""element-text""><a href=""http://books.google.com/books?isbn=0974168580"">Young Gentlemen's School...</a> @ Google Books</div>;<div class=""element-text""><a href=""http://www.davidsurette.com/"">http://www.davidsurette.com/</a></div>",,,,,https://francolibrary.com/archive/files/b20c96f103d30db4d446fd3e86b06cbd.jpg,Acadians;Family;Lebanon NH;Literary Works -- Poetry;Malden MA;Massachusetts;Religion;Sports and Leisure;Youth,Literary Works | Oeuvres littéraires
Translation,"Short fiction piece about a writer who can be either American (Phil Porter) or French Canadian (Philippe Carrier) depending from which side of the border he is travelling, or upon which side he sits. The complexity of a dual identity lived out in a single life - with accounts of his troubled youth in Montréal, his adult life in upstate New York - that seems to surface in his epilepsy. The success of his recent autobiography, ""Head Waters,"" and the connections he makes with familiarity, his past, and his estranged father on a book tour that brings him to Montréal.","Blaise, Clark",,Methuen,1987,"Daymond, Douglas (editor);Monkman, Leslie (editor)",en,,,,Book Section,"<a href=""http://www.worldcat.org/oclc/16044405"">16044405</a>",20th century; Montréal; New York,,,,,,,,,,,,"Toronto, Ontario",Methuen,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=y9pZAAAAMAAJ"">On Middle Ground...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/4b1f6893cd503b1a5a4f76e34767714e.jpg,Death and Disaster;Duchess County NY;Ethnicity;Family;Gender and Sexuality;Health and Wellness;Language and Linguistics;Literary Works -- Fiction;Literary Works -- Short fiction;Montréal QC;Québec;Religion;Travel and Movement,Literary Works | Oeuvres littéraires
Man and His World,"Book of international short stories rooted in Montréal and the US Northeast. Written in English with a recognizable play of languages, especially French and German. From renowned fiction writer and essayist, Clark Blaise, author of such books as ""I Had a Father,"" ""A North American Education,"" and ""Tribal Justice."" Blaise is the former director of the International Writing Program at the Iowa Writers' Workshop.","Blaise, Clark",,Porcupine's Quill,1992,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/26801089"">26801089</a>",20th century,,,,,,,,,,,143,"Erin, Ontario",Porcupine's Quill,,9.78089E+12,,,"<div class=""element-text""><a href=""http://www.clarkblaise.com/"">http://www.clarkblaise.com/</a></div>;<div class=""element-text""><a href=""http://books.google.com/books?id=REBaAAAAMAAJ"">Man and His World</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/8f06ad505ed62525fa6412aab44d8c5f.jpg,Arkansas;Belgium;Europe;Family;Germany;India;Literary Works -- Fiction;Literary Works -- Short fiction;Manchester NH;Mississippi;Montréal QC;Pittsburgh PA;Québec;Travel and Movement;Vietnam,Literary Works | Oeuvres littéraires
Mille et un sentiments,"1001 lines of poetry from Woonsocket, Rhode Island native and teacher of creative writing at Florida International University. From the author of ""Queen for a Day"" and ""The Star-Spangled Banner."" Title modeled after Hervé Le Tellier's <i>Mille pensées</i>.","Duhamel, Denise",,Firewheel Editions,2005,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/61690354"">61690354</a>",21st century,,,,,,,,,,,72,"Danbury, Connecticut",Firewheel Editions,,0966575466,,,"<div class=""element-text""><a href=""http://www.poets.org/poet.php/prmPID/33"">http://www.poets.org/poet.php/prmPID/33</a></div>;<div class=""element-text""><a href=""http://books.google.com/books?id=NjJXAAAAYAAJ"">Mille et un sentiments</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/41b481d782266c4ba8b27f96b542ff3d.jpg,Gender and Sexuality;Literary Works -- Poetry;Poetry,Literary Works | Oeuvres littéraires
Other Brief Discourses,"Book of poems from Vermont native and Ottawa writer and performer, Abby Paige. A sequence of writings on Samuel de Champlain's New France -  through the lens of his modern returning.","Paige, Abby",,above/ground press,2013-01-00,,en/fr,,,,Book,,21st century; Québec; Vermont,,,,,,,,,,,26,"Ottawa, Ontario",above/ground press,,9.78193E+12,,,"<div class=""element-text""><a href=""http://abovegroundpress.blogspot.com/2013/01/new-from-aboveground-press-other-brief.html"">http://abovegroundpress.blogspot.com/2013/01/new-from-aboveground-press-other-brief.html</a></div>;<div class=""element-text""><a href=""http://abbypaige.com/2013/01/31/chapbook/"">http://abbypaige.com/2013/01/31/chapbook/</a></div>",,,,,https://francolibrary.com/archive/files/dea4ab4d938033620317e6988b462f38.jpg,Algonquin;Canada;Exploration and Colonization;Iroquois;Lake Champlain VT;Literary Works -- Poetry;Montréal QC;North America;Poetry;St. Lawrence River Valley;Travel and Movement;Vermont,Literary Works | Oeuvres littéraires
David Plante,"Radio interview with author David Plante on the occasion of the publication of his novel, ""ABC"" (Pantheon, 2008). Discussions of Plante's literary engagement with ghosts; with the notions of suffering, belief, and grief; origin and ""the ultimate""; and the role of family. Brief discussion of the Providence, Rhode Island Catholic parish cultural milieu of his upbringing.","Silverblatt, Michael (host);Plante, David (interviewee)",Summary; hear full program,,2008-01-10 00:00:00,,en,,,,Radio Broadcast,,"2008; Providence, Rhode Island; United States",,,,,,,KCRW,Streaming Audio,,00:28:30,,"Santa Monica, California",,,,,,"<div class=""element-text""><a href=""http://www.kcrw.com/etc/programs/bw/bw080110david_plante/"">http://www.kcrw.com/etc/programs/bw/bw080110david_plante/</a></div>",,,,,,Audio;Family;Gender and Sexuality;Greece;Literary Works -- Other;Personal History: Biography and Oral History;Providence RI;Radio;Religion;Syria;Violence,Literary Works | Oeuvres littéraires
